Unnamed: 0,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
130,us,Nestle Toll House Semi-Sweet Chocolate Chips for Baking,Toll House Semi-Sweet Chocolate Chips,A classic choice for baking with semi-sweet chocolate chips.,Baking Ingredients,Target,,5.0,5.0,,,,,,,,,,,,,
131,good  gather,Good & Gather Organic Powdered Sugar,Organic Powdered Sugar,A high-quality organic powdered sugar for baking.,Baking Ingredients,Target,,1.0,,,,,,,,,,,,,,
132,us,Toll House Semi-Sweet Mini Chocolate Chips,Semi-Sweet Mini Chocolate Chips,Convenient mini semi-sweet chocolate chips for baking.,Baking Ingredients,Target,,6.0,,,,,,,,,,,,,,
133,bobs red mill,Bob's Red Mill Active Dry Yeast,Active Dry Yeast,Reliable active dry yeast for bread and pastry making.,Baking Ingredients,Target,,6.0,7.0,,,,,,,,,,,,,
134,favorite day,Favorite Day Pink Sanding Sugar,Pink Sanding Sugar,Decorative pink sanding sugar for topping baked goods.,Baking Ingredients,Target,,7.0,,,,,,,,,,,,,,
135,favorite day,Favorite Day White Shimmer Sugar,White Shimmer Sugar,Shimmering white sugar for decorative baking.,Baking Ingredients,Target,,10.0,8.0,,,,,,,,,,,,,
136,domino,Domino Granulated White Sugar,Domino Sugar,Fine granulated white sugar for sweetening and baking.,Baking Ingredients,Target,8.0,,,,,10.0,,,,,,,,,,
137,ghirardelli,Ghirardelli Chocolate Premium Baking Cocoa,Ghirardelli Baking Cocoa,Premium cocoa for creating rich chocolate desserts.,Baking Ingredients,Target,9.0,,,,,,,,,,,,,,,
138,hersheys,Hershey's Special Dark Cocoa,Hershey's Cocoa,Dark cocoa powder for intense chocolate flavor in your recipes.,Baking Ingredients,Target,7.0,,,,,,,,,,6.0,,4.0,4.0,,
139,good  gather,Good & Gather Organic Sugar,Organic Sugar,A 32oz bag of organic sugar perfect for baking and cooking,Baking Ingredients,Target,,,1.0,,,,,,,,,,,,,
140,nestle,Nestle Toll House Semi-Sweet Chocolate Chips for Baking,Semi-Sweet Chocolate Chips,Classic semi-sweet chocolate chips ideal for baking cookies and more.,Baking Ingredients,Target,,4.0,,,,,,,,,,8.0,,,,
141,favorite day,Favorite Day Rainbow Non-Pareils,Rainbow Non-Pareils,Colorful sprinkles for decorating cakes and pastries.,Baking Ingredients,Target,,8.0,,,,,,,,,,,,,,
142,good  gather,Good & Gather 100% Pure Maple Syrup,100% Pure Maple Syrup,High-quality maple syrup for adding flavor to baked goods.,Baking Ingredients,Target,,10.0,,,,,,,,,,,,,,
143,good  gather,Good & Gather Signature Dark Chocolate Chunk,Dark Chocolate Chunk,Premium dark chocolate chunks for intense flavor in baking,Baking Ingredients,Target,,,,,,,,,,,,4.0,,,,
144,good  gather,Good & Gather Unbleached All Purpose Flour,Unbleached All Purpose Flour,Versatile unbleached flour for various baking needs,Baking Ingredients,Target,,,,,,,,,,,,5.0,,,,
145,good  gather,Good & Gather Organic Flour,Organic Flour,Certified organic all-purpose flour for health-conscious baking,Baking Ingredients,Target,,,,,,,,,,,,7.0,,,,
146,good  gather,Good & Gather Whole Wheat Flour,Whole Wheat Flour,Nutrient-rich whole wheat flour for healthier baking options,Baking Ingredients,Target,,,,,,,,,,,,9.0,,,,
147,good  gather,Good & Gather Almond Flour,Almond Flour,Gluten-free almond flour for specialty baking needs,Baking Ingredients,Target,,,,,,,,,,,,10.0,,,,
148,duncan hines,Duncan Hines Classic Yellow Cake Mix,Duncan Hines Cake Mix,Classic yellow cake mix for moist and delicious cakes.,Baking Ingredients,Walmart,5.0,,,,,,,,7.0,7.0,,,,,,
149,swerve,Swerve Granular Sweetener,Swerve Sweetener,A sugar replacement that measures cup-for-cup like sugar.,Baking Ingredients,Walmart,10.0,,,,,,,,,,,,,,,
150,king arthur,King Arthur Baking All-Purpose Flour,King Arthur Flour,High-quality all-purpose flour ideal for a variety of baking needs.,Baking Ingredients,Walmart,,,,,,2.0,2.0,,,,2.0,,,,,
151,duncan hines,Duncan Hines Classic Vanilla Cake Mix,Duncan Hines Cake Mix,A convenient cake mix for quick and delicious cakes.,Baking Ingredients,Walmart,,,3.0,,,,,,,,,,,,,
152,jello,Jell-O Original Vanilla Pudding Mix,Jell-O Pudding Mix,"Easy to make, this pudding mix is great for desserts.",Baking Ingredients,Walmart,,,4.0,,,,,,,,,,,,,
153,betty crocker,Betty Crocker Decorating Icing Can,Betty Crocker Icing,Perfect for decorating cakes and adding a finishing touch.,Baking Ingredients,Walmart,,,5.0,,,,,,,,,,,,,
154,us,Krusteaz Buttermilk Biscuit Mix,Krusteaz Biscuit Mix,Makes baking biscuits easier with a convenient mix.,Baking Ingredients,Walmart,,,6.0,,,,,,,,,,,,,
155,great value,Great Value All-Purpose Flour,Great Value Flour,An affordable all-purpose flour for everyday baking.,Baking Ingredients,Walmart,,2.0,8.0,1.0,,,,,,,,1.0,,,,
156,lehi mills,Lehi Mills All-Purpose Flour,Lehi Mills Flour,A budget-friendly flour offering consistent results.,Baking Ingredients,Walmart,,6.0,,,,,,,,,,,,,,
157,central milling,Central Milling Organic All-Purpose Flour,Central Milling Flour,"An organic flour option for those seeking high-quality, organic ingredients.",Baking Ingredients,Walmart,,7.0,,,,,,,,,,,,,,
158,wheat montana,Wheat Montana All-Purpose Flour,Wheat Montana Flour,A high-protein flour known for its excellent baking performance.,Baking Ingredients,Walmart,,8.0,,,,,,,,,,,,,,
159,hayden flour mills,Hayden Flour Mills Artisan Bread Flour,Hayden Flour Mills Flour,A premium artisan bread flour offering unique flavor profiles.,Baking Ingredients,Walmart,,9.0,,,,,,,,,,,,,,
160,duncan hines,Duncan Hines Baking Mixes,Duncan Hines Mixes,Convenient baking mixes for quick desserts.,Baking Ingredients,Walmart,,10.0,,,,,,,,,,,,,,
161,hersheys,Hershey's Cocoa 100% Cacao Natural Unsweetened,Cocoa Powder,Rich cocoa powder for chocolate baking,Baking Ingredients,Walmart,,,,6.0,,,,,,,,10.0,,,,
162,gold medal,Gold Medal Unbleached All Purpose Flour,Unbleached Flour,Versatile unbleached flour for various baking needs,Baking Ingredients,Walmart,3.0,,,8.0,,3.0,,,3.0,3.0,3.0,,,,,
163,ghirardelli,Ghirardelli Premium Baking Cocoa 100% Unsweetened,Ghirardelli Cocoa,Rich and indulgent unsweetened cocoa perfect for baking decadent chocolate treats.,Baking Ingredients,Walmart,3.0,,,,,,,,,,,,,,,
164,hersheys,Hershey's Special Dark Chocolate Baking Chips,Hershey's Chocolate Chips,A perfect dark chocolate chip for a rich and intense chocolate flavor in your baked goods.,Baking Ingredients,Walmart,4.0,,,,,,,,,,,,8.0,8.0,,
165,bakers,Baker's Semi-Sweet Baking Chocolate Bar,Baker's Chocolate Bar,A high-quality semi-sweet chocolate bar essential for baking classic chocolate desserts.,Baking Ingredients,Walmart,8.0,,,,,8.0,,,9.0,9.0,,,,,,
166,kraft,Kraft Baking Powder,Kraft Baking Powder,A reliable baking powder for ensuring leavening in baked goods.,Baking Ingredients,Walmart,,,5.0,,,,,,,,,,,,,
167,pillsbury,Pillsbury Baking Mixes,Pillsbury Baking Mixes,Convenient baking mixes for quick and easy desserts.,Baking Ingredients,Walmart,,,7.0,,,,,,,,,,,,,
168,duncan hines,Duncan Hines Cake Mixes,Duncan Hines Cake Mixes,Popular cake mixes for home bakers seeking ease and consistency.,Baking Ingredients,Walmart,,3.0,8.0,,,,,,,,,,,,,
169,nestle,Nestle Semi-Sweet Chocolate Chips,Nestle Chocolate Chips,Classic semi-sweet chocolate chips for baking cookies and treats.,Baking Ingredients,Walmart,,3.0,10.0,,,,,,8.0,8.0,,,,,,
170,duncan hines,Duncan Hines Moist Deluxe Cake Mix,Duncan Hines Cake Mix,A convenient cake mix for making moist and delicious cakes.,Baking Ingredients,Walmart,,2.0,,,,,,,,,,,,,,
171,jif,Jif Peanut Butter,Jif Peanut Butter,Creamy peanut butter great for baking peanut butter cookies and other treats.,Baking Ingredients,Walmart,,4.0,6.0,,,,,,6.0,6.0,,,,,,
172,kraft,Kraft Baking Cocoa,Kraft Baking Cocoa,Rich and flavorful cocoa powder perfect for baking brownies and cakes.,Baking Ingredients,Walmart,,4.0,,,,,,,,,,,,,,
173,land olakes,Land O Lakes Unsalted Sweet Cream Butter,Unsalted Sweet Cream Butter,High-quality butter for baking and cooking,Baking Ingredients,Walmart,,,,,,,,,,,,10.0,,,,
174,king arthur,King Arthur Unbleached Bread Flour,King Arthur Bread Flour,High-quality unbleached bread flour perfect for bread baking.,Baking Ingredients,Walmart,3.0,,,,,2.0,,,,,,,,,,
175,ch,C&H Pure Cane Brown Sugar,C&H Brown Sugar,Rich and moist brown sugar for baking and cooking.,Baking Ingredients,Walmart,9.0,,,9.0,,,,,,,,,,,,
176,nestle,Nestle Toll House Semi-Sweet Chocolate Chips,Nestle Chocolate Chips,Classic semi-sweet chocolate chips for baking.,Baking Ingredients,Walmart,5.0,,,,,,6.0,,,,6.0,,,,,
177,nestle,Nestle Baking Cocoa,Nestle Cocoa,A high-quality baking cocoa powder for cakes and desserts.,Baking Ingredients,Walmart,,,1.0,,,,,,,,,,,,,
178,hersheys,Hershey's Semi-Sweet Chocolate Chips,Hershey's Chocolate Chips,Semi-sweet chocolate chips perfect for baking cookies and brownies.,Baking Ingredients,Walmart,4.0,,2.0,,,5.0,4.0,,,,4.0,,3.0,3.0,,
179,betty crocker,Betty Crocker Vanilla Cake Mix,Betty Crocker Vanilla Mix,A convenient vanilla cake mix for easy baking.,Baking Ingredients,Walmart,,,3.0,,,,,,,,,,,,,
180,duncan hines,Duncan Hines Classic White Cake Mix,Duncan Hines Classic Mix,A classic white cake mix for easy and delicious cakes.,Baking Ingredients,Walmart,,,7.0,,,,,,6.0,6.0,,,,,,
181,betty crocker,Betty Crocker Baking Powder,Betty Crocker Baking Powder,A reliable baking powder for leavening baked goods.,Baking Ingredients,Walmart,,2.0,,,,,,,2.0,2.0,,,,,,
182,jello,Jell-O Pudding Mix,Jell-O Pudding Mix,A popular pudding mix for desserts.,Baking Ingredients,Walmart,,5.0,,,,,,,,,,,,,,
183,great value,Great Value Granulated Sugar,Great Value Sugar,An affordable granulated sugar for everyday baking.,Baking Ingredients,Walmart,,6.0,,,,,,,,,,,,,,
184,king arthur,King Arthur All-Purpose Unbleached Flour,King Arthur Flour,A high-quality all-purpose flour perfect for any baking needs.,Baking Ingredients,Metro,1.0,1.0,,1.0,,2.0,,,,,,,2.0,2.0,,
185,nielsenmassey,Nielsen-Massey Pure Vanilla Extract,Nielsen-Massey Vanilla,Pure vanilla extract crafted with premium vanilla beans.,Baking Ingredients,Metro,5.0,,,,,4.0,,,,,,,,,,
186,callebaut,Callebaut Belgian Chocolate Chips,Callebaut Chocolate,Premium Belgian chocolate chips for gourmet baking.,Baking Ingredients,Metro,8.0,,,,,,,,,,,,,,,
187,dawn foods,Dawn Foods Cake Mix,Dawn Foods Mix,A leading brand providing high-quality baking mixes and ingredients for professional bakers.,Baking Ingredients,Metro,,,2.0,,,,,,,,,,,,,
188,cargill,Cargill Wheat Flour,Cargill Flour,A global supplier of high-quality wheat flour used in various baking applications.,Baking Ingredients,Metro,,,3.0,,,,,,,,,,,,,
189,ch,ADM Specialty Flour Blend,ADM Flour Blend,Known for providing specialty flours and oils that enhance baking performance.,Baking Ingredients,Metro,,,4.0,,,,,,,,,,,,,
190,ingredion,Ingredion Corn Starch,Ingredion Corn Starch,Offers innovative starches and sweeteners to improve texture and shelf life in baked goods.,Baking Ingredients,Metro,,,5.0,,,,,,,,,,,,,
191,libbys,Libby's 100% Pure Pumpkin Puree,Libby's Pumpkin Puree,"High-quality pumpkin puree used in various baking recipes, known for its rich flavor.",Baking Ingredients,Metro,,3.0,7.0,,,,,,,,,,,,,
192,red star,Red Star Active Dry Yeast,Red Star Yeast,A reliable yeast for consistent dough rise in bread and pastry baking.,Baking Ingredients,Metro,,6.0,9.0,,,,,,,,,,,,,
193,golden blossom,Golden Blossom Honey,Golden Blossom Honey,Premium honey known for its rich flavor and quality.,Baking Ingredients,Metro,,6.0,,,,,,,,,,,,,9.0,
194,quaker,Quaker Old Fashioned Rolled Oats,Rolled Oats,"Wholesome oats for cookies, breads, and granolas",Baking Ingredients,Metro,,,,7.0,,,,,,,,,,,,8.0
195,bobs red mill,Bob's Red Mill Organic Cane Sugar,Bob's Red Mill Sugar,Organic cane sugar perfect for adding sweetness to your baked goods.,Baking Ingredients,Metro,2.0,,,,,2.0,2.0,,,,2.0,,,,,
196,ghirardelli,Ghirardelli Unsweetened Chocolate Baking Bar,Ghirardelli Baking Bar,Premium unsweetened chocolate for rich and intense chocolate flavor in baking.,Baking Ingredients,Metro,3.0,,,,,,,,,,,,,,,
197,imperial sugar,Imperial Sugar Confectioners Powdered Sugar,Imperial Sugar,Fine powdered sugar great for frosting and dusting.,Baking Ingredients,Metro,9.0,,,,,,,,,,,,,,,
198,morton,Morton Coarse Kosher Salt,Morton Kosher Salt,Coarse kosher salt for seasoning and baking.,Baking Ingredients,Metro,,,,,,10.0,10.0,,,,10.0,,,,,
199,callebaut,Callebaut Dark Chocolate,Callebaut Chocolate,High-quality dark chocolate ideal for professional baking.,Baking Ingredients,Metro,,,7.0,,,,,,,,,,,,,
200,dawn foods,Dawn Foods High-Quality Baking Mixes,Dawn Foods Mixes,Leading supplier of high-quality baking mixes and ingredients.,Baking Ingredients,Metro,,,9.0,,,,,,,,,,,,,
201,cargill,Cargill Premium Flour,Cargill Flour,Wide range of high-quality flours for professional bakers.,Baking Ingredients,Metro,,2.0,10.0,,,,,,,,,,,,,
202,dawn foods,Dawn Foods Bakery Mixes,Dawn Foods Mixes,Specializes in high-quality bakery mixes and ingredients.,Baking Ingredients,Metro,,3.0,,,,,,,,,,,,,,
203,westco,Westco Premium Baking Ingredients,Westco Ingredients,Renowned for consistency and premium baking ingredients.,Baking Ingredients,Metro,,4.0,,,,,,,,,,,,,,
204,ingredion,Ingredion Specialty Flours,Ingredion Flours,Innovative solutions for enhancing texture and shelf life.,Baking Ingredients,Metro,,8.0,6.0,,,,,,,,,,,,,
205,ch,ADM Specialty Oils,ADM Oils,High-quality oils for professional baking applications.,Baking Ingredients,Metro,,9.0,,,,,,,,,,,,,,
206,associated british foods abf,ABF Premium Flour,ABF Flour,Well-established brand offering high-quality flour products.,Baking Ingredients,Metro,,10.0,,,,,,,,,,,,,,
207,amul,Amul Unsalted Butter,Amul Butter,Budget-friendly unsalted butter suitable for most baking needs.,Baking Ingredients,Metro,,,,2.0,,,,,,,,2.0,,,,
208,dlecta,D'Lecta Whipping Cream,D'Lecta Cream,"Versatile cream for making fillings, frostings and mousses.",Baking Ingredients,Metro,,,,3.0,,,,,,,,3.0,,,,
209,mooz,MOOZ Cream Cheese,MOOZ Cream Cheese,High-quality cream cheese suitable for cheesecakes and frostings.,Baking Ingredients,Metro,,,,4.0,,,,,,,,4.0,,,,
210,morde,Morde Dark Chocolate,Morde Chocolate,Affordable dark chocolate recommended for home bakers.,Baking Ingredients,Metro,,,,5.0,,,,,,,,5.0,,,,
211,ossoro,Ossoro Vanilla Extract,Ossoro Vanilla,High-quality vanilla extract for enhancing flavor in baked goods.,Baking Ingredients,Metro,,,,7.0,,,,,,,,7.0,,,,
212,us,Trust Brown Sugar,Trust Sugar,Reliable brand of brown sugar for adding moisture and flavor to baked goods.,Baking Ingredients,Metro,,,,8.0,,,,,,,,8.0,,,,
213,urban platter,Urban Platter Coconut Cream,Urban Platter Cream,Dairy-free coconut cream option with smooth texture and subtle flavor.,Baking Ingredients,Metro,,,,9.0,,,,,,,,9.0,,,,
214,sprig,Sprig Vanilla Bean Extract,Sprig Vanilla,Premium vanilla bean extract for the best possible vanilla flavor.,Baking Ingredients,Metro,,,,10.0,,,,,,,,10.0,,,,
215,callebaut,Callebaut Belgian Dark Chocolate,Callebaut Chocolate,Premium Belgian dark chocolate perfect for baking.,Baking Ingredients,Metro,6.0,,,,,3.0,,,,,,,,,,
216,ch,Scharffen Berger Baking Chocolate,Scharffen Berger Chocolate,"Artisan baking chocolate for rich, decadent desserts.",Baking Ingredients,Metro,10.0,,,,,,,,,,,,,,,
217,king arthur,King Arthur Flour,King Arthur Flour,"A high-quality, sturdy flour ideal for cookies and pastries.",Baking Ingredients,Metro,,,1.0,,,,,,,,,,,,,
218,red star,Red Star Yeast,Red Star Yeast,Quick-acting yeast for effective dough rising.,Baking Ingredients,Metro,,,2.0,,,,,,,,,,,,,
219,dawn foods,Dawn Foods Baking Mixes,Dawn Foods Mixes,"A leading supplier of mixes, fillings, and icings.",Baking Ingredients,Metro,,,4.0,,,,,,,,,,,,,
220,cargill,Cargill Flour,Cargill Flour,Wide range of high-quality flours for baking industries.,Baking Ingredients,Metro,,,5.0,,,,,,,,,,,,,
221,hersheys,Hershey's Cocoa,Hershey's Cocoa,"Widely available, sufficient quality cocoa powder.",Baking Ingredients,Metro,,,9.0,,,6.0,,,,,,,10.0,10.0,,
222,alkanater,Alkanater Baking Ingredient,Alkanater,A baking ingredient brand available at Metro,Baking Ingredients,Metro,,,,,,,,,,,,1.0,,,,
223,aurora,Aurora Baking Ingredient,Aurora,A baking ingredient brand available at Metro,Baking Ingredients,Metro,,,,,,,,,,,,3.0,,,,
224,nescafe,Nescafe Classic Instant Coffee,Nescafe Classic,"A rich and aromatic coffee from Nescafe, perfect for instant enjoyment.",Instant Coffee,Costco,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,
225,starbucks,Starbucks VIA Instant Coffee,Starbucks VIA,Starbucks VIA offers delicious coffee in an instant format for a quick brew.,Instant Coffee,Costco,2.0,6.0,4.0,,,2.0,2.0,,4.0,4.0,2.0,,2.0,2.0,,
226,kirkland signature,Kirkland Signature Instant Coffee,Kirkland Instant,Kirkland Signature's own blend of instant coffee for a budget-friendly option.,Instant Coffee,Costco,3.0,,10.0,,,5.0,5.0,,,,,,,,,
227,ch,Nescafe Taster's Choice Instant Coffee,Taster's Choice,Nescafe Taster's Choice offers a smooth and balanced instant coffee.,Instant Coffee,Costco,4.0,,3.0,,,7.0,,,,,,,,,,
228,folgers,Folgers Classic Roast Instant Coffee,Folgers Classic,"Folgers brings the classic, rich taste of coffee in an instant format.",Instant Coffee,Costco,3.0,8.0,5.0,1.0,,3.0,3.0,,2.0,2.0,3.0,,3.0,3.0,,
229,mount hagen,Mount Hagen Organic Instant Coffee,Mount Hagen,An organic instant coffee option offering quality and taste from Mount Hagen.,Instant Coffee,Costco,6.0,2.0,,7.0,,4.0,5.0,,9.0,9.0,6.0,9.0,10.0,10.0,,
230,us,Maxwell House Original Blend Instant Coffee,Maxwell House Original,"A trusted brand, Maxwell House provides a classic instant coffee experience.",Instant Coffee,Costco,7.0,,,,,5.0,,,2.0,2.0,4.0,,,,,
231,jacobsen co,Jacobs Kronung Instant Coffee,Jacobs Kronung,"Jacobs Kronung offers a rich, full-bodied instant coffee experience.",Instant Coffee,Costco,9.0,10.0,,9.0,,7.0,8.0,,10.0,10.0,8.0,10.0,,,,
232,us,Cafe Bustelo Espresso Instant Coffee,Cafe Bustelo,Cafe Bustelo delivers a bold espresso-style instant coffee.,Instant Coffee,Costco,10.0,4.0,6.0,8.0,,8.0,10.0,,,,9.0,6.0,10.0,10.0,,
233,lavazza,Lavazza Prontissimo Instant Coffee,Lavazza Prontissimo,Lavazza provides an Italian-style instant coffee with rich flavor.,Instant Coffee,Costco,10.0,,,,,10.0,10.0,,7.0,7.0,10.0,,,,,
234,nescafe,Nescafe Taster's Choice House Blend Instant Coffee,Nescafe Taster's Choice,A smooth and well-balanced instant coffee made from 100% pure premium coffee beans.,Instant Coffee,Costco,1.0,4.0,5.0,1.0,,1.0,1.0,,2.0,2.0,1.0,7.0,,,,
235,starbucks,Starbucks VIA Instant Coffee Medium Roast,Starbucks VIA,"A medium roast instant coffee with a smooth and rich flavor, inspired by Starbucks' coffeehouse experience.",Instant Coffee,Costco,3.0,2.0,6.0,7.0,,2.0,2.0,,,,3.0,,,,,
236,kirkland signature,Kirkland Signature Colombian Instant Coffee,Kirkland Colombian,"A rich and full-bodied Colombian instant coffee, offering a smooth and satisfying taste.",Instant Coffee,Costco,5.0,,,6.0,,3.0,3.0,,,,8.0,4.0,,,,
237,mount hagen,Mount Hagen Organic Fairtrade Instant Coffee,Mount Hagen Organic,An organic and fairtrade certified instant coffee with a smooth and mild flavor.,Instant Coffee,Costco,6.0,4.0,6.0,9.0,,6.0,6.0,,9.0,9.0,5.0,,9.0,9.0,,
238,us,Maxwell House Original Roast Instant Coffee,Maxwell House Original,A classic original roast instant coffee with a consistently rich and full-bodied flavor.,Instant Coffee,Costco,4.0,6.0,7.0,3.0,,4.0,4.0,,3.0,3.0,4.0,3.0,,,,
239,ch,Taster's Choice French Roast Instant Coffee,Taster's Choice French Roast,"A bold and intense French roast instant coffee with a deep, rich flavor.",Instant Coffee,Costco,6.0,,,,,7.0,6.0,,5.0,5.0,6.0,,,,,
240,douwe egberts,Douwe Egberts Pure Gold Instant Coffee,Douwe Egberts Pure Gold,"A premium instant coffee with a smooth and balanced flavor, crafted from high-quality beans.",Instant Coffee,Costco,5.0,6.0,6.0,10.0,,6.0,7.0,,9.0,9.0,7.0,10.0,5.0,5.0,,
241,nescafe,"NESCAFE Taster's Choice Instant Coffee, House Blend, Light-Medium Roast",NESCAFE Taster's Choice,"NESCAFE Taster's Choice Instant Coffee delivers smooth, inviting flavor, crafted with 100% real coffee.",Instant Coffee,Costco,1.0,1.0,5.0,3.0,,,,,,,,3.0,,,,
242,great value,Great Value Classic Roast Instant Coffee,Great Value Classic Roast,An affordable and reliable instant coffee option from Walmart's store brand.,Instant Coffee,Costco,,10.0,3.0,5.0,,,,,10.0,10.0,,5.0,,,,
243,bobs red mill,Illy Classico Instant Coffee,Illy Classico,A mild and balanced instant coffee with a slightly pronounced intensity.,Instant Coffee,Costco,9.0,9.0,7.0,,,,,,,,,,,,,
244,us,Bustelo Instant Espresso,Bustelo Instant Espresso,A strong instant espresso option for those who prefer a bolder taste.,Instant Coffee,Costco,,6.0,,,,,,,,,,,,,,
